order_id,customer_name,customer_email,product,category,quantity,unit_price,discount_pct,discount_amount,total,order_date,order_hour,payment_method,status,shipping_city,is_refunded
SHOP-00072,Jenny Atkins,dosborne@example.net,Water Bottle,Home,4,600,0,0.0,2400.0,2025-03-17 18:44:00,18,Credit Card,Completed,East John,False
SHOP-00073,Shawn Rhodes,smithjoe@example.com,Coffee Mug,Home,2,400,0,0.0,800.0,2025-12-23 16:29:00,16,Credit Card,Shipped,South Sabrina,False
SHOP-00074,Kevin Shepherd,vincent47@example.com,Laptop Sleeve,Accessories,1,800,0,0.0,800.0,2025-03-10 20:29:00,20,PayPal,Pending,Joannaland,False
SHOP-00075,Andrea Wagner,stacyrocha@example.net,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-03-23 19:55:00,19,COD,Pending,South Rogerland,False
SHOP-00076,Janet Thompson,lauren20@example.com,Canvas Tote Bag,Bags,2,550,15,165.0,935.0,2025-11-23 12:49:00,12,COD,Completed,Jeffview,False
SHOP-00077,Brenda Bridges,paula69@example.org,Canvas Tote Bag,Bags,4,550,0,0.0,2200.0,2025-05-27 11:17:00,11,PayPal,Completed,Nguyenhaven,False
SHOP-00078,Tina Thompson,shall@example.com,Hoodie Premium,Apparel,2,1200,0,0.0,2400.0,2025-04-29 14:44:00,14,GCash,Completed,Marcusborough,False
SHOP-00079,Anthony Smith,alejandrohill@example.net,Hoodie Premium,Apparel,4,1200,0,0.0,4800.0,2025-06-19 16:29:00,16,COD,Completed,Lloydberg,False
SHOP-00080,Leah Dunn,shepardrebecca@example.net,Laptop Sleeve,Accessories,4,800,0,0.0,3200.0,2025-10-27 19:01:00,19,COD,Pending,South Rachel,False
SHOP-00081,William Townsend,edgar25@example.net,Classic T-Shirt,Apparel,3,450,0,0.0,1350.0,2025-07-19 21:57:00,21,COD,Shipped,East Markhaven,False
SHOP-00082,Theresa Wolf,lowekyle@example.net,Laptop Sleeve,Accessories,4,800,0,0.0,3200.0,2025-05-20 14:31:00,14,Credit Card,Pending,Smithville,False
SHOP-00083,Paul Evans,gevans@example.net,Sticker Pack (10),Stationery,4,150,10,60.0,540.0,2025-03-26 21:29:00,21,GCash,Shipped,South Donaldville,False
SHOP-00084,Ryan Gutierrez,benjamin30@example.net,Classic T-Shirt,Apparel,4,450,5,90.0,1710.0,2025-10-16 18:01:00,18,Credit Card,Pending,Wilkersonville,False
SHOP-00085,Zachary Walker,colechristina@example.com,Phone Case,Accessories,4,350,0,0.0,1400.0,2025-01-26 04:10:00,4,PayPal,Completed,Scottport,False
SHOP-00086,Gary Howard,toddcolleen@example.net,Water Bottle,Home,3,600,0,0.0,1800.0,2025-07-14 12:48:00,12,COD,Completed,Port Kevinbury,False
SHOP-00087,Mary Hogan,smithjoseph@example.net,Hoodie Premium,Apparel,4,1200,0,0.0,4800.0,2025-10-04 08:22:00,8,GCash,Completed,West James,False
SHOP-00088,Evelyn Martinez,troy62@example.org,Classic T-Shirt,Apparel,1,450,0,0.0,450.0,2025-04-13 21:01:00,21,GCash,Completed,Thompsonbury,False
SHOP-00089,Douglas Mcdaniel,wmays@example.net,Phone Case,Accessories,4,350,10,140.0,1260.0,2025-02-28 17:13:00,17,COD,Completed,East Adam,False
SHOP-00090,Daniel Barker,coopereric@example.org,Sticker Pack (10),Stationery,2,150,5,15.0,285.0,2025-11-07 19:45:00,19,Credit Card,Completed,Gregoryborough,False
SHOP-00091,Michael Cole,vturner@example.org,Canvas Tote Bag,Bags,1,550,5,27.5,522.5,2025-01-14 22:19:00,22,COD,Pending,Tammyshire,False
SHOP-00092,Sheila Robertson,jhernandez@example.net,Laptop Sleeve,Accessories,1,800,5,40.0,760.0,2025-12-20 21:40:00,21,GCash,Completed,Gentryfort,False
SHOP-00093,Zachary Spears,vevans@example.com,Canvas Tote Bag,Bags,5,550,15,412.5,2337.5,2025-03-03 20:36:00,20,Credit Card,Completed,East Gina,False
SHOP-00094,Olivia Olson,karensexton@example.com,Coffee Mug,Home,3,400,0,0.0,1200.0,2025-09-17 18:21:00,18,Credit Card,Pending,Reynoldsfurt,False
SHOP-00095,Todd Murphy,robertstyler@example.net,Water Bottle,Home,1,600,0,0.0,600.0,2025-07-05 18:57:00,18,COD,Completed,Smithton,False
SHOP-00096,Stephanie Allen,joshuahiggins@example.org,Coffee Mug,Home,2,400,10,80.0,720.0,2025-09-25 18:17:00,18,COD,Pending,Richardbury,False
SHOP-00097,Jessica Chase,jasonwilliams@example.net,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-06-15 21:15:00,21,Credit Card,Completed,Port Paulmouth,False
SHOP-00098,Heidi Austin,kwallace@example.org,Water Bottle,Home,2,600,15,180.0,1020.0,2025-08-26 17:39:00,17,COD,Completed,Santanaberg,False
SHOP-00099,Dr. Angela Kelly,watsonpatricia@example.com,Classic T-Shirt,Apparel,4,450,15,270.0,1530.0,2025-06-16 10:31:00,10,GCash,Completed,Lake Lorishire,False
SHOP-00100,Miss Debra Ryan,tlee@example.net,Canvas Tote Bag,Bags,3,550,0,0.0,1650.0,2025-11-02 19:56:00,19,PayPal,Shipped,East Arthurmouth,False
SHOP-00101,Melissa Harding,mcaldwell@example.com,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-02-13 11:46:00,11,COD,Pending,Lake Nicolebury,False
SHOP-00102,Elizabeth Brown,rruiz@example.net,Laptop Sleeve,Accessories,4,800,10,320.0,2880.0,2025-12-31 15:28:00,15,Credit Card,Completed,East Jason,False
SHOP-00103,James Moore,swilliams@example.net,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-12-21 11:19:00,11,PayPal,Pending,Fuentesbury,False
SHOP-00104,Kristine Mercer,peterflores@example.org,Sticker Pack (10),Stationery,4,150,10,60.0,540.0,2025-10-09 13:22:00,13,COD,Completed,Laurenshire,False
SHOP-00105,Eric Massey,adam95@example.org,Canvas Tote Bag,Bags,3,550,0,0.0,1650.0,2025-03-03 19:12:00,19,PayPal,Completed,Michaelstad,False
SHOP-00106,Carlos Rowe,lisa73@example.com,Phone Case,Accessories,2,350,0,0.0,700.0,2025-09-05 02:26:00,2,PayPal,Completed,Jilltown,False
SHOP-00107,Jennifer Smith,katherinepatterson@example.com,Laptop Sleeve,Accessories,3,800,0,0.0,2400.0,2025-07-04 10:19:00,10,Credit Card,Shipped,Port Terri,False
SHOP-00108,Emily Brown,laura74@example.com,Phone Case,Accessories,3,350,0,0.0,1050.0,2025-01-28 16:18:00,16,GCash,Pending,Lopezbury,False
SHOP-00109,Brett Johnson,lmarks@example.net,Hoodie Premium,Apparel,1,1200,5,60.0,1140.0,2025-05-26 15:30:00,15,COD,Completed,North Sheilafort,False
SHOP-00110,Ms. Sydney Chavez,myersann@example.com,Phone Case,Accessories,1,350,0,0.0,350.0,2025-09-02 09:52:00,9,Credit Card,Pending,Michaelhaven,False
SHOP-00111,Tracy Oconnell,brittany64@example.com,Water Bottle,Home,1,600,5,30.0,570.0,2025-11-19 18:03:00,18,GCash,Completed,Johnsonfort,False
SHOP-00112,Brian Watkins,kevingraham@example.net,Canvas Tote Bag,Bags,1,550,0,0.0,550.0,2025-03-02 16:48:00,16,COD,Shipped,Billyfort,False
SHOP-00113,Yvette Foster,waynemelendez@example.net,Laptop Sleeve,Accessories,5,800,0,0.0,4000.0,2025-08-19 22:28:00,22,PayPal,Shipped,Petersonville,False
SHOP-00114,Dana Arellano,jbrown@example.net,Coffee Mug,Home,3,400,5,60.0,1140.0,2025-11-14 08:39:00,8,Credit Card,Completed,New Scottland,False
SHOP-00115,Joseph Villarreal,robert34@example.org,Laptop Sleeve,Accessories,3,800,10,240.0,2160.0,2025-02-11 10:15:00,10,GCash,Shipped,South Josephfort,False
SHOP-00116,Mr. Brian Kennedy DDS,scott31@example.com,Hoodie Premium,Apparel,2,1200,0,0.0,2400.0,2025-10-10 00:20:00,15,COD,Refunded,Priceborough,True
SHOP-00117,Suzanne Perry,davidscott@example.com,Classic T-Shirt,Apparel,2,450,0,0.0,900.0,2025-12-28 12:44:00,12,COD,Completed,Shannonburgh,False
SHOP-00118,Jason West,johnsonkelsey@example.com,Laptop Sleeve,Accessories,3,800,15,360.0,2040.0,2025-11-17 17:42:00,17,GCash,Pending,Rogersside,False
SHOP-00119,Jeanne Brown,allencynthia@example.net,Hoodie Premium,Apparel,5,1200,0,0.0,6000.0,2025-11-28 10:58:00,10,PayPal,Completed,Port Stephanie,False
SHOP-00120,Kyle Williams,ywhite@example.org,Hoodie Premium,Apparel,1,1200,0,0.0,1200.0,2025-06-07 17:47:00,17,PayPal,Pending,East Tracibury,False
SHOP-00121,Lauren Martin,savila@example.net,Hoodie Premium,Apparel,4,1200,10,480.0,4320.0,2025-06-05 19:25:00,19,PayPal,Shipped,Cobbburgh,False
SHOP-00122,Juan Suspicious,suspicious.buyer@fakeemail.com,Water Bottle,Home,4,600,0,0.0,2400.0,2025-11-03 08:56:00,8,COD,Completed,Kennethburgh,False
SHOP-00123,Angela Contreras,qjohnson@example.org,Canvas Tote Bag,Bags,1,550,0,0.0,550.0,2025-04-28 18:53:00,18,Credit Card,Completed,North Justin,False
SHOP-00124,Karen Mendoza,smithkimberly@example.org,Classic T-Shirt,Apparel,2,450,0,0.0,900.0,2025-09-23 18:28:00,18,PayPal,Completed,Danielview,False
SHOP-00125,Nathaniel Walker,josesmith@example.com,Coffee Mug,Home,4,400,0,0.0,1600.0,2025-08-29 13:26:00,13,PayPal,Completed,Port Kaylamouth,False
SHOP-00126,Paula Greene,gchaney@example.org,Hoodie Premium,Apparel,2,1200,0,0.0,2400.0,2025-07-30 19:31:00,19,PayPal,Pending,Port Angelachester,False
SHOP-00127,Sean Hubbard,zpearson@example.net,Classic T-Shirt,Apparel,4,450,0,0.0,1800.0,2025-06-11 12:20:00,12,Credit Card,Pending,South Heather,False
SHOP-00128,Kimberly Baker,morganmeza@example.com,Classic T-Shirt,Apparel,5,450,80,1800.0,450.0,2025-07-31 08:12:00,8,PayPal,Shipped,Shelbyfurt,False
SHOP-00129,Michelle Rodriguez,joshua34@example.org,Water Bottle,Home,4,600,15,360.0,2040.0,2025-01-27 11:17:00,11,GCash,Completed,Kellymouth,False
SHOP-00130,Claire Davis,pjohnston@example.com,Water Bottle,Home,4,600,0,0.0,2400.0,2025-01-15 18:38:00,18,GCash,Completed,Lake Ashleyhaven,False
SHOP-00131,Joshua Phillips,tranjasmine@example.org,Canvas Tote Bag,Bags,5,550,0,0.0,2750.0,2025-10-10 14:05:00,14,GCash,Completed,Anthonychester,False
SHOP-00132,Courtney Jennings,kyleowen@example.net,Water Bottle,Home,1,600,10,60.0,540.0,2025-03-20 15:59:00,15,PayPal,Shipped,Kristyland,False
SHOP-00133,Jane Bennett,vyoung@example.org,Canvas Tote Bag,Bags,4,550,15,330.0,1870.0,2025-09-05 15:15:00,15,COD,Shipped,Glennstad,False
SHOP-00134,Tammy Camacho,derrickrodriguez@example.com,Phone Case,Accessories,4,350,0,0.0,1400.0,2025-11-03 01:04:00,1,GCash,Completed,West Matthew,False
SHOP-00135,Courtney Yang,aarongreen@example.net,Canvas Tote Bag,Bags,4,550,0,0.0,2200.0,2025-09-17 12:52:00,12,Credit Card,Completed,New Cody,False
SHOP-00136,Tyrone Calderon,brandon83@example.com,Canvas Tote Bag,Bags,103,550,0,0.0,56650.0,2025-12-04 15:55:00,15,GCash,Pending,North Jillian,False
SHOP-00137,Harry Serrano,rwilson@example.com,Water Bottle,Home,3,600,0,0.0,1800.0,2025-10-10 20:34:00,20,COD,Pending,Craigview,False
SHOP-00138,Justin Higgins,williamjohnson@example.org,Sticker Pack (10),Stationery,2,150,10,30.0,270.0,2025-05-03 17:24:00,17,GCash,Pending,North Justin,False
SHOP-00139,Shannon Christian,rowemichael@example.com,Classic T-Shirt,Apparel,3,450,10,135.0,1215.0,2025-08-31 19:58:00,19,COD,Pending,Lake Anthonyburgh,False
SHOP-00140,Cynthia Davis,wherrera@example.com,Phone Case,Accessories,4,350,0,0.0,1400.0,2025-03-06 16:37:00,16,PayPal,Completed,North Peter,False
SHOP-00141,Lucas Rodriguez,michaelmiller@example.org,Water Bottle,Home,1,600,5,30.0,570.0,2025-08-22 08:46:00,8,GCash,Pending,New Paulshire,False
SHOP-00142,Theresa Wright,yjones@example.net,Phone Case,Accessories,1,350,0,0.0,350.0,2025-05-16 13:39:00,13,COD,Completed,Port Claytonport,False
SHOP-00143,Justin Miles,qriley@example.org,Sticker Pack (10),Stationery,5,150,0,0.0,750.0,2025-06-12 18:45:00,18,COD,Shipped,North Timothymouth,False
SHOP-00144,Matthew Stanley,jennifer51@example.org,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-05-01 18:43:00,18,PayPal,Completed,Hillchester,False
SHOP-00145,Juan Suspicious,suspicious.buyer@fakeemail.com,Hoodie Premium,Apparel,4,1200,0,0.0,4800.0,2025-11-21 19:55:00,19,Credit Card,Pending,Petersonfort,False
SHOP-00146,Ashley Salas,svillanueva@example.net,Phone Case,Accessories,3,350,0,0.0,1050.0,2025-01-24 13:50:00,13,Credit Card,Completed,Garyton,False
SHOP-00147,Trevor Smith,crystalsanders@example.com,Sticker Pack (10),Stationery,3,150,0,0.0,450.0,2025-03-16 11:33:00,11,COD,Shipped,Suzannemouth,False
SHOP-00148,Brendan Vaughan,daniel90@example.net,Phone Case,Accessories,2,350,0,0.0,700.0,2025-02-10 17:55:00,17,COD,Shipped,West Robertfort,False
SHOP-00149,Ronnie Wilkinson,melissa61@example.com,Laptop Sleeve,Accessories,4,800,5,160.0,3040.0,2025-03-15 11:29:00,11,PayPal,Pending,East Barbara,False
SHOP-00150,Amanda Torres,efleming@example.net,Canvas Tote Bag,Bags,1,550,15,82.5,467.5,2025-08-27 22:18:00,22,GCash,Completed,Lake Karenmouth,False
SHOP-00151,Jessica Wallace,vyoder@example.net,Water Bottle,Home,3,600,5,90.0,1710.0,2025-06-03 18:27:00,18,PayPal,Pending,Dayberg,False
SHOP-00152,Jacqueline Carter,olivia59@example.net,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-09-05 09:15:00,9,COD,Shipped,West Mirandaland,False
SHOP-00153,Juan Suspicious,suspicious.buyer@fakeemail.com,Sticker Pack (10),Stationery,5,150,0,0.0,750.0,2025-12-25 12:01:00,12,COD,Completed,Lake Anthonyville,False
SHOP-00154,Christine Mitchell,thomas57@example.com,Classic T-Shirt,Apparel,5,450,15,337.5,1912.5,2025-12-18 20:47:00,20,Credit Card,Shipped,North Dylan,False
SHOP-00155,Wendy Williams,hollywilliams@example.net,Water Bottle,Home,3,600,15,270.0,1530.0,2025-04-28 17:51:00,17,PayPal,Completed,Aguirreburgh,False
SHOP-00156,Janet Porter,owarren@example.com,Laptop Sleeve,Accessories,5,800,0,0.0,4000.0,2025-12-14 20:46:00,20,GCash,Completed,Ryanport,False
SHOP-00157,Warren Berg,monica19@example.org,Classic T-Shirt,Apparel,3,450,15,202.5,1147.5,2025-08-14 08:37:00,8,PayPal,Completed,West Craig,False
SHOP-00158,Allison Williams,marcomyers@example.com,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-08-01 10:12:00,10,GCash,Shipped,North Lori,False
